type,category,title,subtitle,desc,time,pic,grade,subject,link
then,Help resource,Individuals,Sentence Frames,Students are given a partial sentence that can be used in many situations and that teaches something about grammar or academic language construction.,"{'time':2,'students':[3]}",assets/float.png,0,all,https://agileteacher.org/resource-help-sentence-frames/
then,Help resource,Individuals,Graphic Organizer,Students are given a visual organizer that illustrates the type of thinking required for a task (e.g. Venn Diagram for comparison or story map for sequencing),"{'time':2,'students':[5]}",assets/float.png,0,all,https://agileteacher.org/graphic-organizer/
then,Help resource,Whole Class,Must Haves & Amazing Criteria,Students use a list of required and optional beyond criteria to annotate their own work for specific qualities.,"{'time':3,'students':[1]}",assets/book.png,0,all,https://agileteacher.org/criteria/
then,Help resource,Individuals,Annotate Image,Students circle evidence related to a specific concept or topic in an image or data table.,"{'time':1,'students':[1,2]}",assets/float.png,0,all,https://agileteacher.org/resource-help-annotated-image/
then,Help resource,Individuals,Fact Card,Students are given facts to increase their knowledge on the topic.,"{'time':3,'students':[1]}",assets/book.png,0,all,https://agileteacher.org/resource-help-fact-card/
then,Choice,Teacher-structured student choice,Tic Tac Toe Choice Board,Students choose 3 out of 9 tasks and the teacher requires the center box.,"{'time':15,'students':[3,5]}",assets/teacher.png,0,all,https://agileteacher.org/resource-choice-tic-tac-toe-choice-board/
then,Choice,Total teacher assignment,Skill Practice Activities,Teachers assign each student specific practice tasks to be completed alone or in assigned small groups.,"{'time':5,'students':[4]}",assets/teacher.png,0,all,https://agileteacher.org/skill-practice-activities/
then,Choice,Total student choice,"Reading, Research, or Problem Sets",Students choose according to their interests.,"{'time':4,'students':[3]}",assets/teacher.png,0,all,https://agileteacher.org/resource-choice-reading-research-or-problem-sets/
then,Routine,Discusion routine,Domino Discover,"Students, individually, or a reporter from each group, share a response without interruption. Reporters contribute a new idea or repeat a previous response. Everyone's response is heard before discussion.","{'time':5,'students':[1,4,5]}",assets/table.png,0,all,https://agileteacher.org/domino-discover-2/
then,Routine,Discussion routine,Dialogue Lines,Students form two lines to allow for rotating partnerships. All students in one line speak first then the opposite line responds. There may be free discussion before one line moves one step to form new partnerships and the process repeats allowing for 2-3 different conversations in pairs.,"{'time':7,'students':[1,4,2]}",assets/table.png,0,all,https://agileteacher.org/dialogue-lines-2/
then,Routine,Discusion routine,Rumors,"Students circulate around the room carrying their response written on a paper. They listen to a partner's idea, share their own idea, and swap papers. Then they find a new partner to: listen, share, & swap - looking for patterns in responses.","{'time':15,'students':[1]}",assets/table.png,0,all,https://agileteacher.org/rumors-2/
then,Routine,Discusion routine,Think - Talk - Open Exchange,"Students take turns sharing for an equal amount of time in groups of three. The teacher ensures silent thinking time before and after each speaker. After sharing, the group works to form a response.","{'time':7,'students':[4,5]}",assets/table.png,0,all,https://agileteacher.org/routine-think-talk-open-exchange/
then,Routine,Individual thinking routine,Check and Circle,Students independently read or scan a text. They put a check next to at least three familiar words and circle one word that seems new.,"{'time':7,'students':[1,2,4]}",assets/book.png,0,all,https://agileteacher.org/routine-check-and-circle/
then,Routine,Individuals,Take Five Deep Breaths,"Students breathe in through their noses for a count of five, hold the air for three, and then breathe out through their mouths for 7 counts. Each time, ask students to fill more of their body with breath.","{'time':2,'students':[2]}",assets/book.png,0,all,https://agileteacher.org/routine-take-five-deep-breaths/
then,Help resource,Individuals,Concept Map,Students organize their thinking by drawing a visual representation of their ideas.,"{'time':5,'students':[4]}",assets/float.png,0,all,https://agileteacher.org/concept-map/
then,Help resource,Whole Class,Routine Directions Posted,Students refer to displayed directions to remember steps and/or qualities of responses.,"{'time':1,'students':[1,4]}",assets/float.png,0,all,https://agileteacher.org/directions-posted
then,Help resource,Individuals,Dictionary,"Students are given a resource for finding word meanings, pronounciation, and usage.","{'time':1,'students':[1,2]}",assets/float.png,0,all,https://agileteacher.org/dictionary/
then,Help resource,Individuals,T-Chart Organizer,Students organize their thinking by drawing a visual representation of their ideas.,"{'time':5,'students':[4]}",assets/float.png,0,all,https://agileteacher.org/t-chart/
then,Choice,Total teacher assignment,Assignment,Teachers assign required task - same task for all students.,"{'time':1,'students':[2]}",assets/assign.png,0,all,https://agileteacher.org/resource-choice-assignment/
then,Choice,Teacher-structured student choice,Practice Problems,Teacher requires 3 and students choose 2 additional questions.,"{'time':2,'students':[3,4,5]}",assets/choices.png,0,all,https://agileteacher.org/resource-choice-practice-problems/
then,Choice,Total student choice,"List, Draw, Story","Students respond by drawing, writing, or making a list. ","{'time':3,'students':[1,2]}",assets/pathways.png,1,all,https://agileteacher.org/resource-choice-list-draw-story/
then,Routine,Discussion routine,Elbow Exchange and Sort,"Students are assigned the role of listener or speaker, taking turns to exchange their thinking (answer, question, opinion, observation). Then the pair sorts their ideas by a type of thinking (e.g. prioritize, compare, sequence, or summarize).","{'time':10,'students':[1,2]}",assets/people.png,1,all,https://agileteacher.org/elbow-exchange-and-sort-2/
then,Routine,Discussion routine,Idea Carousel,"Teachers post chart papers with different topics around the room. Then ask students to stand by the most interesting topic and direct students to write on chart paper knowledge, questions, or concerns about the topic. Teachers stop the work and ask students to rotate to the next chart and repeat this process.","{'time':15,'students':[1,2,3,4]}",assets/people.png,1,all,https://agileteacher.org/idea-carousel-2/
then,Routine,Explicit instruction,Mini-lesson,"Teachers demonstrate a concept, defines vocabulary, or provides an example.","{'time':8,'students':[5]}",assets/teacher.png,1,all,https://agileteacher.org/routine-mini-lesson/
then,Routine,Individual thinking routine,I used to think... Now I think... So next I will..,"Students independently monitor how and why their thinking has changed and plan next steps by completing the sentence prompt, ""I used to think...now I think…so next I will…""","{'time':4,'students':[4]}",assets/book.png,1,all,https://agileteacher.org/routine-i-used-to-think-now-i-think/
then,Routine,Individual thinking routine,Star Most Interesting & Box Most Challenging,Students place a star next to the most interesting word/problem/question and draw a box around the most challenging aspect.,"{'time':2,'students':[1]}",assets/book.png,1,all,https://agileteacher.org/routine-star-and-box/
then,Routine,Discusion routine,Questions Only,"Students work in pairs to generate questions around a prompt, image, or data set. ","{'time':4,'students':[1,4]}",assets/people.png,1,all,https://agileteacher.org/questions-only-2/
then,Help resource,Individuals,Learning App,Students use software to practice a skill.,"{'time':3,'students':[4,5]}",assets/float.png,1,all,https://agileteacher.org/learning-app/
then,Help resource,Individuals,Vocabulary list,"Students use a list of academic words including multisyllabic, abstract meanings, and prefix/suffixes.","{'time':2,'students':[3,4]}",assets/float.png,1,all,https://agileteacher.org/vocabulary/
then,Help resource,Individuals,Materials and Tools,"Students use materials and tools to support learning (i.e. calculator, ruler, map, compass, etc.).","{'time':2,'students':[2,3]}",assets/float.png,1,all,https://agileteacher.org/resource-help-materials/
then,Help resource,Whole Class,Word Wall,"Students refer to a visual display of key terms, their meaning, and word relationships.","{'time':2,'students':[1]}",assets/float.png,1,all,https://agileteacher.org/resource-help-word-wall/
then,Choice,Total teacher assignment,Small Group Instruction,Teacher assigns different required tasks for small group work.,"{'time':3,'students':[2,4,5]}",assets/assign.png,1,all,https://agileteacher.org/resource-choice-small-group-instruction/
then,Choice,Total student choice,Interest Projects,Students generate their own project to demonstrate learning.,"{'time':15,'students':[2,4,5]}",assets/choices.png,1,all,https://agileteacher.org/resource-choice-interest-projects/
then,Routine,Discussion routine,"Questions, Answers, Practice, Switch (Peer Tutoring)",Students who are ready to teach a skill pair up with a student hoping to learn the skills. The Learner asks questions for 30 seconds. The student who is teaching answers the most important question and then practices the skill with the learner. Then roles are switched and the routine repeats where learner must now answer questions to demonstrate learning.,"{'time':2,'students':[1,3,5]}",assets/table.png,1,all,https://agileteacher.org/routine-peer-tutoring/
then,Routine,Explicit instruction,Short Movie Clip,Students watch a short movie clip to find information to answer a question.,"{'time':4,'students':[3,5]}",assets/teacher.png,1,all,https://agileteacher.org/routine-short-movie-clip/
then,Routine,Individual thinking routine,Silent Think Time,Students silently think or imagine in their head with no writing or speaking.,"{'time':3,'students':[1,4]}",assets/book.png,1,all,https://agileteacher.org/routine-silent-think-time/
then,Routine,Discusion routine,Sort-it-Out,"Students sort words, images, facts or objects into groups and create titles for each group. Students create at least three different sorts. Students share their most effective sort with peers who must guess the titles of the groups.","{'time':15,'students':[1,2,3,4]}",assets/table.png,1,all,https://agileteacher.org/routine-sort-it-out/
then,Your Choice,Opportunity,Design Your Own Routine,Choose a routine from any card or design your own!,"{'time':1,'students':[2,4]}",assets/bolt.png,,,
then,Your Choice,Opportunity,Design Your Own Routine,Choose a routine from any card or design your own!,"{'time':1,'students':[1,2]}",assets/bolt.png,,,
then,Your Choice,Opportunity,Design Your Own Routine,Choose a routine from any card or design your own!,"{'time':2,'students':[3,4]}",assets/bolt.png,,,
then,Your Choice,Opportunity,Design Your Own Routine,Choose a routine from any card or design your own!,"{'time':2,'students':[1,5]}",assets/bolt.png,,,
then,Your Choice,Opportunity,Design Your Own Routine,Choose a routine from any card or design your own!,"{'time':1,'students':[4,5]}",assets/bolt.png,,,
,,,,,,,
,,,,,,,
string,help,"<ol style=line-height:1.8"
<b>DIRECTIONS</b>
<li>Press the <b style="color:#009900"">PLAY</b> button to begin the game</li>
<li>Discuss it,and when you all are ready, a <b style="color:#009900">DEAL CARDS</b> button will appear at the top</li>
<li>Six different cards will then be shown to each player. Pick up to 3 that will move the students forward</li>
<li>The video chat will reappear, and each player will explain their choices to the other players</li>
<li>The screen show the cards you have selected</li>
<li>You will discuss and then vote on the best player's solution</li>
<li>After everyone has voted,the student progress is updated and you can discuss it</li>
<li>Press the <b style="color:#009900">PLAY</b> button to play another round until the the minute period is up</li></ol>
<p><b><i>Tips</i></b></p>
Anytime you see an hourglass, you have until the sand runs out before going to the next phase.<br>
The clock on the right shows how many minutes left in the class<br><br><br>",,,,,,,
string,lobby,Welcome to the Agility game lobby!,,,,,
string,chatStart,"When other players log in, they will join the video chat.<br>When someone presses the PLAY button, the game will start.",,,,,
string,discussIf,"Discuss the "IF" teaching challenge with your team. Use the survey questions to set goals for your teaching response.<br>Someone should press the <b>DEAL CARDS</b> button when the team is ready.",,,,,
string,pickHand,"You can choose up to three cards to play.<br>When the timer is up, each player will explain their choices.",,,,,
string,explainMyHand,"It's your turn to share why you chose your cards.<br>If you finish before time is up, click button below.",,,,,
string,explainHand, is explaining to the team<br>why they chose those cards.,,,,,
string,vote,"Discuss which cards best to address the IF issue,as well as progress the students.<br>When you have decided, someone should check the box to the right of that set.",,,,,
string,discuss,"Reflect on takeaways for your own teaching.<br>When you are ready play again, someone should press the </i><b>PLAY</b><i> button.",,,,,
,,,,,,,
outcome,0,Students are hanging on to misconceptions.,,,,,
outcome,0,Students felt dependent on the teacher for help.,,,,,
outcome,0,Students left the lesson confused.,,,,,
outcome,1,Students felt challenged by this assignment.,,,,,
outcome,1,Students pursued their learning with autnomy.,,,,,
outcome,1,Students could access help resources.,,,,,
outcome,1,Students knew how to use their feedback.,,,,,
outcome,1,Students built on previous knowledge.,,,,,
outcome,2,Students felt the lesson was relevant.,,,,,
outcome,2,Students felt excitment and joy when learning.,,,,,
outcome,2,Students tried out new ideas. ,,,,,
outcome,2,Students tried out new ideas. ,,,,,
,,,,,,,
,,,,,,,
if,1,Two students were absent yesterday.,,,,,
if,1,Some students need background knowledge.,,,,,
if,1,Some students did not hear the directions.,,,,,
if,1,Most students are not furthering partner discussions; they are repeating or just agreeing.,,,,,
if,1,Everyone except one student is writing.,,,,,
if,1,This information contrasts with one student's life experiences.,,,,,
if,1,Many students won't stop raising their hands. They are clearly confused.,,,,,
if,2,Some student questions are off topic.,,,,,
if,2,Many students are involved in related activities outside of school.,,,,,
if,2,Some students need more practice with vocabulary.,,,,,
if,2,Some students misunderstand the text.,,,,,
if,2,Some students are making connections to a previous unit.,,,,,
if,2,Many students know a lot about this topic and are excited,,,,,
if,2,Some students need to develop foundational skills.,,,,,
if,2,Some students are looking for a new challenge.,,,,,
if,2,"All students are engaged, but lession is taking a different directions.",,,,,
IF,2,Some students are distracting focus from their peers.,,,,,
